NAME	CPU %	MEM USAGE / LIMIT	MEM %	TIME

TBbwa
--------------------
mtbseq_container	100.04%	9.816GiB / 125.4GiB	7.83%	2025-06-12 23:26:01
mtbseq_container	100.23%	9.753GiB / 125.4GiB	7.78%	2025-06-12 23:26:07
mtbseq_container	100.16%	6.221GiB / 125.4GiB	4.96%	2025-06-12 23:26:14

==> Start Time: 2025-06-12 23:05:25
==> End Time: 2025-06-12 23:26:20
==> Total Time: 00:20:55


TBvariants
--------------------
mtbseq_container	907.50%	20.71MiB / 125.4GiB	0.02%	2025-06-12 23:26:20
mtbseq_container	100.31%	1.317GiB / 125.4GiB	1.05%	2025-06-12 23:26:27
mtbseq_container	100.06%	2.162GiB / 125.4GiB	1.72%	2025-06-12 23:26:34
mtbseq_container	100.19%	2.673GiB / 125.4GiB	2.13%	2025-06-12 23:26:40
mtbseq_container	99.75%	2.918GiB / 125.4GiB	2.33%	2025-06-12 23:26:47
mtbseq_container	100.32%	3.164GiB / 125.4GiB	2.52%	2025-06-12 23:26:53
mtbseq_container	99.83%	3.394GiB / 125.4GiB	2.71%	2025-06-12 23:27:00
mtbseq_container	100.15%	3.35GiB / 125.4GiB	2.67%	2025-06-12 23:27:06
mtbseq_container	99.87%	3.385GiB / 125.4GiB	2.70%	2025-06-12 23:27:13
mtbseq_container	100.07%	3.416GiB / 125.4GiB	2.72%	2025-06-12 23:27:20
mtbseq_container	100.14%	3.434GiB / 125.4GiB	2.74%	2025-06-12 23:27:26
mtbseq_container	100.36%	3.442GiB / 125.4GiB	2.74%	2025-06-12 23:27:33
mtbseq_container	99.91%	3.455GiB / 125.4GiB	2.76%	2025-06-12 23:27:39
mtbseq_container	100.25%	3.474GiB / 125.4GiB	2.77%	2025-06-12 23:27:46
mtbseq_container	100.08%	3.546GiB / 125.4GiB	2.83%	2025-06-12 23:27:52
mtbseq_container	100.27%	3.435GiB / 125.4GiB	2.74%	2025-06-12 23:27:59
mtbseq_container	99.85%	3.482GiB / 125.4GiB	2.78%	2025-06-12 23:28:06
mtbseq_container	100.17%	3.482GiB / 125.4GiB	2.78%	2025-06-12 23:28:12
mtbseq_container	100.18%	3.498GiB / 125.4GiB	2.79%	2025-06-12 23:28:19
mtbseq_container	99.96%	3.513GiB / 125.4GiB	2.80%	2025-06-12 23:28:25
mtbseq_container	99.79%	3.528GiB / 125.4GiB	2.81%	2025-06-12 23:28:32
mtbseq_container	100.21%	3.556GiB / 125.4GiB	2.84%	2025-06-12 23:28:38
mtbseq_container	100.28%	3.445GiB / 125.4GiB	2.75%	2025-06-12 23:28:45
mtbseq_container	99.83%	3.48GiB / 125.4GiB	2.78%	2025-06-12 23:28:52
mtbseq_container	99.89%	3.511GiB / 125.4GiB	2.80%	2025-06-12 23:28:58
mtbseq_container	99.75%	3.527GiB / 125.4GiB	2.81%	2025-06-12 23:29:05
mtbseq_container	99.91%	3.532GiB / 125.4GiB	2.82%	2025-06-12 23:29:11
mtbseq_container	100.18%	3.551GiB / 125.4GiB	2.83%	2025-06-12 23:29:18
mtbseq_container	99.87%	3.564GiB / 125.4GiB	2.84%	2025-06-12 23:29:24
mtbseq_container	99.96%	3.625GiB / 125.4GiB	2.89%	2025-06-12 23:29:31
mtbseq_container	99.84%	3.499GiB / 125.4GiB	2.79%	2025-06-12 23:29:38
mtbseq_container	99.91%	3.53GiB / 125.4GiB	2.81%	2025-06-12 23:29:44
mtbseq_container	99.98%	3.561GiB / 125.4GiB	2.84%	2025-06-12 23:29:51
mtbseq_container	100.19%	3.58GiB / 125.4GiB	2.86%	2025-06-12 23:29:57
mtbseq_container	100.31%	3.59GiB / 125.4GiB	2.86%	2025-06-12 23:30:04
mtbseq_container	99.89%	3.603GiB / 125.4GiB	2.87%	2025-06-12 23:30:10
mtbseq_container	100.00%	3.621GiB / 125.4GiB	2.89%	2025-06-12 23:30:17
mtbseq_container	100.23%	3.646GiB / 125.4GiB	2.91%	2025-06-12 23:30:24
mtbseq_container	99.83%	3.523GiB / 125.4GiB	2.81%	2025-06-12 23:30:30
mtbseq_container	99.83%	3.546GiB / 125.4GiB	2.83%	2025-06-12 23:30:37
mtbseq_container	100.21%	3.577GiB / 125.4GiB	2.85%	2025-06-12 23:30:43
mtbseq_container	100.14%	3.594GiB / 125.4GiB	2.87%	2025-06-12 23:30:50
mtbseq_container	100.13%	3.603GiB / 125.4GiB	2.87%	2025-06-12 23:30:56
mtbseq_container	99.89%	3.624GiB / 125.4GiB	2.89%	2025-06-12 23:31:03
mtbseq_container	99.85%	3.634GiB / 125.4GiB	2.90%	2025-06-12 23:31:10
mtbseq_container	100.09%	3.646GiB / 125.4GiB	2.91%	2025-06-12 23:31:16
mtbseq_container	100.10%	3.531GiB / 125.4GiB	2.82%	2025-06-12 23:31:23
mtbseq_container	100.25%	3.578GiB / 125.4GiB	2.85%	2025-06-12 23:31:29
mtbseq_container	100.25%	3.578GiB / 125.4GiB	2.85%	2025-06-12 23:31:36
mtbseq_container	100.13%	3.594GiB / 125.4GiB	2.87%	2025-06-12 23:31:42
mtbseq_container	100.29%	3.609GiB / 125.4GiB	2.88%	2025-06-12 23:31:49
mtbseq_container	99.73%	3.624GiB / 125.4GiB	2.89%	2025-06-12 23:31:56
mtbseq_container	100.19%	3.634GiB / 125.4GiB	2.90%	2025-06-12 23:32:02
mtbseq_container	99.79%	3.657GiB / 125.4GiB	2.92%	2025-06-12 23:32:09
mtbseq_container	99.83%	3.541GiB / 125.4GiB	2.82%	2025-06-12 23:32:15
mtbseq_container	99.77%	3.588GiB / 125.4GiB	2.86%	2025-06-12 23:32:22
mtbseq_container	100.29%	3.591GiB / 125.4GiB	2.86%	2025-06-12 23:32:28
mtbseq_container	99.65%	3.605GiB / 125.4GiB	2.87%	2025-06-12 23:32:35
mtbseq_container	99.77%	3.619GiB / 125.4GiB	2.89%	2025-06-12 23:32:42
mtbseq_container	100.04%	3.635GiB / 125.4GiB	2.90%	2025-06-12 23:32:48
mtbseq_container	99.89%	3.645GiB / 125.4GiB	2.91%	2025-06-12 23:32:55
mtbseq_container	100.30%	3.657GiB / 125.4GiB	2.92%	2025-06-12 23:33:01

==> Start Time: 2025-06-12 23:26:20
==> End Time: 2025-06-12 23:33:14
==> Total Time: 00:06:54


TBstats
--------------------
mtbseq_container	972.27%	19.15MiB / 125.4GiB	0.01%	2025-06-12 23:33:15
mtbseq_container	100.17%	974.7MiB / 125.4GiB	0.76%	2025-06-12 23:33:21
mtbseq_container	100.29%	1.719GiB / 125.4GiB	1.37%	2025-06-12 23:33:28
mtbseq_container	100.27%	2.44GiB / 125.4GiB	1.95%	2025-06-12 23:33:34
mtbseq_container	99.92%	2.701GiB / 125.4GiB	2.15%	2025-06-12 23:33:41
mtbseq_container	99.87%	2.952GiB / 125.4GiB	2.35%	2025-06-12 23:33:47
mtbseq_container	100.13%	3.197GiB / 125.4GiB	2.55%	2025-06-12 23:33:54
mtbseq_container	100.23%	3.358GiB / 125.4GiB	2.68%	2025-06-12 23:34:01
mtbseq_container	100.14%	3.683GiB / 125.4GiB	2.94%	2025-06-12 23:34:07
mtbseq_container	100.19%	3.683GiB / 125.4GiB	2.94%	2025-06-12 23:34:14
mtbseq_container	99.66%	3.714GiB / 125.4GiB	2.96%	2025-06-12 23:34:20
mtbseq_container	100.29%	3.827GiB / 125.4GiB	3.05%	2025-06-12 23:34:27
mtbseq_container	99.89%	3.997GiB / 125.4GiB	3.19%	2025-06-12 23:34:33
mtbseq_container	100.08%	4.137GiB / 125.4GiB	3.30%	2025-06-12 23:34:40
mtbseq_container	100.23%	4.278GiB / 125.4GiB	3.41%	2025-06-12 23:34:47
mtbseq_container	100.19%	4.421GiB / 125.4GiB	3.53%	2025-06-12 23:34:53
mtbseq_container	100.15%	4.524GiB / 125.4GiB	3.61%	2025-06-12 23:35:00
mtbseq_container	99.85%	4.491GiB / 125.4GiB	3.58%	2025-06-12 23:35:06
mtbseq_container	99.77%	4.523GiB / 125.4GiB	3.61%	2025-06-12 23:35:13
mtbseq_container	100.22%	4.387GiB / 125.4GiB	3.50%	2025-06-12 23:35:19
mtbseq_container	100.21%	4.386GiB / 125.4GiB	3.50%	2025-06-12 23:35:26
mtbseq_container	99.85%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:35:33
mtbseq_container	100.19%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:35:39
mtbseq_container	99.85%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:35:46
mtbseq_container	100.31%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:35:52
mtbseq_container	100.02%	4.479GiB / 125.4GiB	3.57%	2025-06-12 23:35:59
mtbseq_container	100.15%	4.522GiB / 125.4GiB	3.61%	2025-06-12 23:36:05
mtbseq_container	99.85%	4.492GiB / 125.4GiB	3.58%	2025-06-12 23:36:12
mtbseq_container	100.19%	4.556GiB / 125.4GiB	3.63%	2025-06-12 23:36:19
mtbseq_container	99.71%	4.492GiB / 125.4GiB	3.58%	2025-06-12 23:36:25
mtbseq_container	99.96%	4.386GiB / 125.4GiB	3.50%	2025-06-12 23:36:32
mtbseq_container	99.75%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:36:38
mtbseq_container	100.36%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:36:45
mtbseq_container	99.92%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:36:51
mtbseq_container	100.23%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:36:58
mtbseq_container	100.11%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:37:05
mtbseq_container	100.21%	4.51GiB / 125.4GiB	3.60%	2025-06-12 23:37:11
mtbseq_container	99.74%	4.535GiB / 125.4GiB	3.62%	2025-06-12 23:37:18
mtbseq_container	100.17%	4.505GiB / 125.4GiB	3.59%	2025-06-12 23:37:24
mtbseq_container	100.27%	4.536GiB / 125.4GiB	3.62%	2025-06-12 23:37:31
mtbseq_container	99.91%	4.4GiB / 125.4GiB	3.51%	2025-06-12 23:37:37
mtbseq_container	99.83%	4.431GiB / 125.4GiB	3.53%	2025-06-12 23:37:44
mtbseq_container	99.89%	4.462GiB / 125.4GiB	3.56%	2025-06-12 23:37:51
mtbseq_container	100.19%	4.462GiB / 125.4GiB	3.56%	2025-06-12 23:37:57
mtbseq_container	100.29%	4.462GiB / 125.4GiB	3.56%	2025-06-12 23:38:04
mtbseq_container	99.85%	4.483GiB / 125.4GiB	3.58%	2025-06-12 23:38:10
mtbseq_container	100.15%	4.493GiB / 125.4GiB	3.58%	2025-06-12 23:38:17
mtbseq_container	99.83%	4.535GiB / 125.4GiB	3.62%	2025-06-12 23:38:23
mtbseq_container	99.85%	4.505GiB / 125.4GiB	3.59%	2025-06-12 23:38:30
mtbseq_container	99.81%	4.569GiB / 125.4GiB	3.64%	2025-06-12 23:38:37
mtbseq_container	99.93%	4.537GiB / 125.4GiB	3.62%	2025-06-12 23:38:43
mtbseq_container	100.13%	4.4GiB / 125.4GiB	3.51%	2025-06-12 23:38:50
mtbseq_container	100.25%	4.431GiB / 125.4GiB	3.53%	2025-06-12 23:38:56
mtbseq_container	100.12%	4.462GiB / 125.4GiB	3.56%	2025-06-12 23:39:03
mtbseq_container	99.79%	4.462GiB / 125.4GiB	3.56%	2025-06-12 23:39:09
mtbseq_container	99.83%	4.462GiB / 125.4GiB	3.56%	2025-06-12 23:39:16
mtbseq_container	100.15%	4.462GiB / 125.4GiB	3.56%	2025-06-12 23:39:23
mtbseq_container	99.79%	4.493GiB / 125.4GiB	3.58%	2025-06-12 23:39:29
mtbseq_container	100.29%	4.535GiB / 125.4GiB	3.62%	2025-06-12 23:39:36
mtbseq_container	99.77%	4.505GiB / 125.4GiB	3.59%	2025-06-12 23:39:42
mtbseq_container	99.81%	4.57GiB / 125.4GiB	3.64%	2025-06-12 23:39:49
mtbseq_container	99.71%	4.538GiB / 125.4GiB	3.62%	2025-06-12 23:39:55
mtbseq_container	99.91%	4.4GiB / 125.4GiB	3.51%	2025-06-12 23:40:02
mtbseq_container	100.21%	4.431GiB / 125.4GiB	3.53%	2025-06-12 23:40:09
mtbseq_container	99.80%	4.462GiB / 125.4GiB	3.56%	2025-06-12 23:40:15
mtbseq_container	100.23%	4.462GiB / 125.4GiB	3.56%	2025-06-12 23:40:22
mtbseq_container	100.23%	4.462GiB / 125.4GiB	3.56%	2025-06-12 23:40:28
mtbseq_container	100.16%	4.462GiB / 125.4GiB	3.56%	2025-06-12 23:40:35
mtbseq_container	100.27%	4.493GiB / 125.4GiB	3.58%	2025-06-12 23:40:41
mtbseq_container	99.79%	4.535GiB / 125.4GiB	3.62%	2025-06-12 23:40:48
mtbseq_container	100.29%	4.459GiB / 125.4GiB	3.56%	2025-06-12 23:40:55
mtbseq_container	99.79%	4.557GiB / 125.4GiB	3.63%	2025-06-12 23:41:01
mtbseq_container	100.25%	4.459GiB / 125.4GiB	3.56%	2025-06-12 23:41:08
mtbseq_container	99.85%	4.386GiB / 125.4GiB	3.50%	2025-06-12 23:41:14
mtbseq_container	99.73%	4.418GiB / 125.4GiB	3.52%	2025-06-12 23:41:21
mtbseq_container	100.15%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:41:27
mtbseq_container	99.95%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:41:34
mtbseq_container	99.92%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:41:41
mtbseq_container	100.15%	4.449GiB / 125.4GiB	3.55%	2025-06-12 23:41:47
mtbseq_container	99.77%	4.479GiB / 125.4GiB	3.57%	2025-06-12 23:41:54
mtbseq_container	100.19%	4.521GiB / 125.4GiB	3.61%	2025-06-12 23:42:00
mtbseq_container	99.85%	4.492GiB / 125.4GiB	3.58%	2025-06-12 23:42:07
mtbseq_container	100.23%	4.557GiB / 125.4GiB	3.63%	2025-06-12 23:42:13
mtbseq_container	99.87%	4.524GiB / 125.4GiB	3.61%	2025-06-12 23:42:20

==> Start Time: 2025-06-12 23:33:15
==> End Time: 2025-06-12 23:42:27
==> Total Time: 00:09:12


TBstrains
--------------------
mtbseq_container	973.11%	20.88MiB / 125.4GiB	0.02%	2025-06-13 01:39:28
mtbseq_container	99.73%	1.272GiB / 125.4GiB	1.01%	2025-06-13 01:39:34
mtbseq_container	100.31%	2.052GiB / 125.4GiB	1.64%	2025-06-13 01:39:41
mtbseq_container	99.81%	2.065GiB / 125.4GiB	1.65%	2025-06-13 01:39:48
mtbseq_container	99.88%	2.12GiB / 125.4GiB	1.69%	2025-06-13 01:39:54
mtbseq_container	99.79%	2.12GiB / 125.4GiB	1.69%	2025-06-13 01:40:01
mtbseq_container	100.25%	2.073GiB / 125.4GiB	1.65%	2025-06-13 01:40:07
mtbseq_container	99.79%	2.12GiB / 125.4GiB	1.69%	2025-06-13 01:40:14
mtbseq_container	99.85%	2.121GiB / 125.4GiB	1.69%	2025-06-13 01:40:20
mtbseq_container	99.75%	2.089GiB / 125.4GiB	1.67%	2025-06-13 01:40:27
mtbseq_container	100.19%	2.12GiB / 125.4GiB	1.69%	2025-06-13 01:40:34
mtbseq_container	100.25%	2.12GiB / 125.4GiB	1.69%	2025-06-13 01:40:40
mtbseq_container	99.81%	2.089GiB / 125.4GiB	1.67%	2025-06-13 01:40:47
mtbseq_container	99.77%	2.12GiB / 125.4GiB	1.69%	2025-06-13 01:40:53
mtbseq_container	99.75%	2.058GiB / 125.4GiB	1.64%	2025-06-13 01:41:00
mtbseq_container	100.13%	2.089GiB / 125.4GiB	1.67%	2025-06-13 01:41:06
mtbseq_container	99.93%	2.12GiB / 125.4GiB	1.69%	2025-06-13 01:41:13
mtbseq_container	99.77%	2.058GiB / 125.4GiB	1.64%	2025-06-13 01:41:20
mtbseq_container	99.77%	2.089GiB / 125.4GiB	1.67%	2025-06-13 01:41:26
mtbseq_container	99.75%	2.12GiB / 125.4GiB	1.69%	2025-06-13 01:41:33
mtbseq_container	100.13%	2.062GiB / 125.4GiB	1.64%	2025-06-13 01:41:39
mtbseq_container	100.25%	2.089GiB / 125.4GiB	1.67%	2025-06-13 01:41:46
mtbseq_container	99.91%	2.12GiB / 125.4GiB	1.69%	2025-06-13 01:41:52
mtbseq_container	100.31%	2.072GiB / 125.4GiB	1.65%	2025-06-13 01:41:59

==> Start Time: 2025-06-13 01:39:28
==> End Time: 2025-06-13 01:42:06
==> Total Time: 00:02:38


TBjoin
--------------------
mtbseq_container	893.39%	21.68MiB / 125.4GiB	0.02%	2025-06-13 01:42:06
mtbseq_container	99.86%	2.967GiB / 125.4GiB	2.37%	2025-06-13 01:42:12
mtbseq_container	100.33%	3.385GiB / 125.4GiB	2.70%	2025-06-13 01:42:19
mtbseq_container	99.81%	3.782GiB / 125.4GiB	3.02%	2025-06-13 01:42:26
mtbseq_container	100.19%	4.205GiB / 125.4GiB	3.35%	2025-06-13 01:42:32
mtbseq_container	99.83%	4.237GiB / 125.4GiB	3.38%	2025-06-13 01:42:39
mtbseq_container	99.83%	4.249GiB / 125.4GiB	3.39%	2025-06-13 01:42:45
mtbseq_container	100.06%	4.264GiB / 125.4GiB	3.40%	2025-06-13 01:42:52
mtbseq_container	99.81%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:42:58
mtbseq_container	99.62%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:43:05
mtbseq_container	100.14%	4.249GiB / 125.4GiB	3.39%	2025-06-13 01:43:12
mtbseq_container	100.06%	4.264GiB / 125.4GiB	3.40%	2025-06-13 01:43:18
mtbseq_container	99.70%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:43:25
mtbseq_container	99.83%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:43:31
mtbseq_container	100.21%	4.237GiB / 125.4GiB	3.38%	2025-06-13 01:43:38
mtbseq_container	99.91%	4.249GiB / 125.4GiB	3.39%	2025-06-13 01:43:44
mtbseq_container	100.19%	4.264GiB / 125.4GiB	3.40%	2025-06-13 01:43:51
mtbseq_container	99.75%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:43:58
mtbseq_container	99.85%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:44:04
mtbseq_container	100.27%	4.241GiB / 125.4GiB	3.38%	2025-06-13 01:44:11
mtbseq_container	100.29%	4.264GiB / 125.4GiB	3.40%	2025-06-13 01:44:17
mtbseq_container	100.19%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:44:24
mtbseq_container	99.90%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:44:30
mtbseq_container	99.94%	4.233GiB / 125.4GiB	3.38%	2025-06-13 01:44:37
mtbseq_container	99.91%	4.249GiB / 125.4GiB	3.39%	2025-06-13 01:44:44
mtbseq_container	99.91%	4.264GiB / 125.4GiB	3.40%	2025-06-13 01:44:50
mtbseq_container	100.29%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:44:57
mtbseq_container	99.81%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:45:03
mtbseq_container	99.81%	4.241GiB / 125.4GiB	3.38%	2025-06-13 01:45:10
mtbseq_container	100.23%	4.264GiB / 125.4GiB	3.40%	2025-06-13 01:45:16
mtbseq_container	99.98%	4.292GiB / 125.4GiB	3.42%	2025-06-13 01:45:23
mtbseq_container	100.10%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:45:30
mtbseq_container	99.77%	4.233GiB / 125.4GiB	3.38%	2025-06-13 01:45:36
mtbseq_container	100.31%	4.249GiB / 125.4GiB	3.39%	2025-06-13 01:45:43
mtbseq_container	99.81%	4.264GiB / 125.4GiB	3.40%	2025-06-13 01:45:49
mtbseq_container	100.27%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:45:56
mtbseq_container	100.30%	4.296GiB / 125.4GiB	3.43%	2025-06-13 01:46:02
mtbseq_container	100.18%	4.234GiB / 125.4GiB	3.38%	2025-06-13 01:46:09
mtbseq_container	99.89%	4.236GiB / 125.4GiB	3.38%	2025-06-13 01:46:15
mtbseq_container	100.19%	4.389GiB / 125.4GiB	3.50%	2025-06-13 01:46:22
mtbseq_container	100.15%	5.732GiB / 125.4GiB	4.57%	2025-06-13 01:46:29
mtbseq_container	100.31%	6.47GiB / 125.4GiB	5.16%	2025-06-13 01:46:35
mtbseq_container	99.86%	6.408GiB / 125.4GiB	5.11%	2025-06-13 01:46:42

==> Start Time: 2025-06-13 01:42:06
==> End Time: 2025-06-13 01:46:48
==> Total Time: 00:04:42


TBamend
--------------------
mtbseq_container	926.48%	20.84MiB / 125.4GiB	0.02%	2025-06-13 01:46:49

==> Start Time: 2025-06-13 01:46:49
==> End Time: 2025-06-13 01:46:55
==> Total Time: 00:00:06


TBgroups
--------------------

==> Start Time: 2025-06-13 01:46:55
==> End Time: 2025-06-13 01:47:02
==> Total Time: 00:00:07

